group,feature,variable,feature_family,window_h,risk_direction,n,fire_mean,control_mean,mean_delta,median_delta,sd_delta,mean_delta_ci_low_t,mean_delta_ci_high_t,date_boot_ci_low,date_boot_ci_high,cell_boot_ci_low,cell_boot_ci_high,cohen_dz,direction_match_pct,paired_t_p,wilcoxon_p,date_n,cell_n,support_flag,paired_t_q,wilcoxon_q,date_ci_excludes_zero,cell_ci_excludes_zero,candidate_priority
영동 해안형,wind_max_24h,wind_max,hourly_window,24.0,higher,353,4.805807365439094,4.312229461756374,0.49357790368271953,0.33999999999999986,1.5862550400466808,0.3275314623902469,0.6596243449751922,0.23359906570961722,0.7578918992639817,0.2584130042758877,0.704520225464191,0.31115923431089265,60.05665722379604,1.1483089282430056e-08,2.870350558584166e-07,164,21,ok,3.966885388475838e-08,6.232761212925618e-07,True,True,strong_window_candidate
영동 해안형,wind_max_48h,wind_max,hourly_window,48.0,higher,353,5.271671388101983,4.828241737488197,0.4434296506137866,0.3639999999999999,1.5377068726850014,0.2824651477348499,0.6043941534927233,0.22724446276861565,0.7096324597520941,0.22542663990058312,0.6495806206995413,0.28837072818664766,56.37393767705382,1.1198003102506182e-07,1.157214789520835e-06,164,21,ok,3.273262445347961e-07,2.270000769270829e-06,True,True,weak_window_candidate
영동 해안형,wind_max_72h,wind_max,hourly_window,72.0,higher,352,5.599204545454546,5.1671685606060604,0.4320359848484848,0.36999999999999966,1.5509265237127117,0.2694556288598093,0.5946163408371603,0.1669046707023149,0.670797576889755,0.15286129813169286,0.7239552003011547,0.2785663783828058,57.95454545454546,2.973259936799927e-07,3.539438752073369e-06,163,21,ok,8.070276971314087e-07,6.481863738736772e-06,True,True,weak_window_candidate
영동 해안형,rain_sum_1h,rain_sum,hourly_window,1.0,lower,354,0.016073446327683615,0.0659039548022599,-0.04983050847457627,0.0,0.31442984882397657,-0.08269763989478095,-0.016963377054371592,-0.0864290711924179,-0.01732486869848572,-0.08217727272727272,-0.013783826289872604,-0.15847893786468178,32.20338983050847,0.0030649603014295925,2.181305323293293e-14,165,21,ok,0.004903936482287348,8.501497670271296e-14,True,True,descriptive_only
영동 해안형,rain_sum_3h,rain_sum,hourly_window,3.0,lower,354,0.0814689265536723,0.19631073446327685,-0.1148418079096045,0.0,0.9346569462973787,-0.21254084253261973,-0.01714277328658928,-0.21509048422056892,0.0027553367180205295,-0.21207849085365854,-0.01811967552264817,-0.12287054449715225,38.4180790960452,0.021364066034012898,4.570944490029947e-16,165,21,ok,0.030067944788610745,1.9850958928130056e-15,False,True,descriptive_only
영동 해안형,rain_sum_6h,rain_sum,hourly_window,6.0,lower,354,0.169774011299435,0.39476836158192086,-0.22499435028248588,0.0,1.8865733412603238,-0.42219653758427067,-0.027792162980701057,-0.42176232071706915,-0.006863079019073623,-0.3760759505767544,-0.017783953033268428,-0.11926085530932955,44.632768361581924,0.025459502052223314,2.951914348556121e-16,165,21,ok,0.03550315882511875,1.3596696393349405e-15,True,True,descriptive_only
영동 해안형,rain_sum_12h,rain_sum,hourly_window,12.0,lower,354,0.406864406779661,0.7900772128060263,-0.3832128060263653,0.0,4.113181266624566,-0.8131607570586938,0.04673514500596326,-0.7965312795250726,0.06872660566646482,-0.7591511902454571,0.07391974177649194,-0.09316701141665085,49.717514124293785,0.08048261813063995,3.4788521317671076e-16,165,21,ok,0.10194464963214393,1.5552515412605894e-15,False,False,descriptive_only
영동 해안형,rain_sum_24h,rain_sum,hourly_window,24.0,lower,353,0.6985552407932012,1.4685920679886686,-0.7700368271954674,-0.048,7.519915546423674,-1.5572086146949387,0.017134960304003743,-1.4755068162294669,0.21474545872102085,-1.4708486864771748,0.0706085318086224,-0.10239966425709154,66.0056657223796,0.05517130183928535,6.3066662942288624e-24,164,21,ok,0.07106811762348621,5.6389016277811e-23,False,False,descriptive_only
영동 해안형,rain_sum_48h,rain_sum,hourly_window,48.0,lower,353,1.163031161473088,2.656737488196412,-1.4937063267233237,-0.37,9.627508007607885,-2.5014972574497145,-0.4859153959969327,-2.570940008680555,-0.3662602405473405,-2.5303450672782235,-0.37379045274670003,-0.15514983997343462,71.38810198300283,0.003784559937071274,1.5660415546742989e-24,164,21,ok,0.0058106374791397335,1.487739476940584e-23,True,True,strong_window_candidate
영동 해안형,rain_sum_72h,rain_sum,hourly_window,72.0,lower,352,2.1376988636363636,4.050363162878788,-1.9126642992424243,-0.5670000000000002,11.748447250621817,-3.144229242595012,-0.6810993558898366,-3.1634731997490793,-0.4051368219498259,-3.441008137268184,-0.3741733556915313,-0.16280145439144664,70.73863636363636,0.002427293659479013,4.0151788139516115e-19,163,21,ok,0.003967189636997956,2.4190347306372962e-18,True,True,strong_window_candidate
영동 해안형,FFMC,FFMC,canadian_asof,,higher,354,84.29443912350757,80.20707880110622,4.087360322401355,2.3906080521890303,12.259921411100466,2.8058393417211844,5.368881303081525,2.3729371515637414,5.542366010795733,1.778582974976872,6.784806394835626,0.33339204921008286,70.90395480225989,1.0378826648823616e-09,2.7375625950506065e-16,165,21,ok,4.780550456427847e-09,1.300342232649038e-15,True,True,strong_window_candidate
영동 해안형,ISI,ISI,canadian_asof,,higher,354,5.612368844096906,4.581033803255854,1.031335040841051,0.7304008060293208,3.477238130960982,0.6678617794535125,1.3948083022285895,0.4643712827822994,1.58068878592715,0.4833721326275402,1.5960344474173744,0.29659603455344247,57.6271186440678,4.786613624941416e-08,5.3656304518983e-07,165,21,ok,1.5157609812314484e-07,1.1327442065118633e-06,True,True,weak_window_candidate
영동 해안형,FWI,FWI,canadian_asof,,higher,354,12.381829731441272,10.642384432630802,1.739445298810471,1.3601596463545969,6.714236955498889,1.037610822127832,2.44127977549311,0.6433311751553471,2.8875315485674435,0.5954042447566148,2.908721736180428,0.2590682024389806,57.06214689265536,1.6528722619562705e-06,4.159200950846162e-06,165,21,ok,4.118632521595953e-06,7.526173149150198e-06,True,True,weak_window_candidate
영서 내륙형,humidity_mean_1h,humidity_mean,hourly_window,1.0,lower,615,52.9608943089431,58.057990243902445,-5.097095934959349,-4.025999999999996,17.58892142592216,-6.489953388387812,-3.704238481530887,-8.624303558849602,-1.5968582295749187,-7.098937434599273,-3.328780523720712,-0.2897901361619231,63.90243902439025,1.9347375604728773e-12,9.428153024616466e-14,208,41,ok,1.2253337882994888e-11,3.412093475575483e-13,True,True,strong_window_candidate
영서 내륙형,humidity_mean_3h,humidity_mean,hourly_window,3.0,lower,615,55.86017886178862,60.81114796747968,-4.950969105691057,-3.36066666666666,16.404385929516643,-6.250023815047479,-3.6519143963346354,-8.273952989053486,-1.9992476274104687,-7.021244674889997,-3.2666220448913177,-0.3018076462577431,63.90243902439025,2.500815258287564e-13,1.5568624074346956e-13,208,41,ok,2.236023054468881e-12,5.503327579769156e-13,True,True,strong_window_candidate
영서 내륙형,humidity_mean_6h,humidity_mean,hourly_window,6.0,lower,615,60.41523306233062,65.08182059620597,-4.666587533875339,-2.5549999999999926,15.290701678364739,-5.877450172074021,-3.4557248956766573,-8.176619888413878,-1.4498468273114904,-6.3922071135913345,-3.1072295755781165,-0.30519119606382944,63.90243902439025,1.388983432622776e-13,8.36655735913878e-13,208,41,ok,1.3195342609916371e-12,2.82603715242021e-12,True,True,strong_window_candidate
영서 내륙형,humidity_mean_12h,humidity_mean,hourly_window,12.0,lower,615,66.75425474254743,70.22120894308944,-3.4669542005420055,-1.3673333333333204,13.694272546034762,-4.5513964538864435,-2.3825119471975675,-6.782173595411192,-0.06240651792139929,-4.815383086259968,-2.09413242845118,-0.2531681904889411,57.72357723577236,6.47307412186055e-10,2.6070987075847974e-07,208,41,ok,3.173894408138076e-09,5.743173964534626e-07,True,True,weak_window_candidate
영서 내륙형,humidity_mean_24h,humidity_mean,hourly_window,24.0,lower,615,62.56496205962058,65.40177957317073,-2.8368175135501352,-2.2112499999999997,11.728163423215399,-3.765564617677709,-1.9080704094225616,-4.741866910483184,-0.48903736901463574,-4.085388830385712,-1.6829564976095805,-0.2418807967780169,60.65040650406503,3.4033167088643243e-09,1.3012707149197457e-08,208,41,ok,1.4780118278496494e-08,3.2965524777966886e-08,True,True,strong_window_candidate
영서 내륙형,humidity_mean_48h,humidity_mean,hourly_window,48.0,lower,615,63.645744579945806,65.4366348407859,-1.7908902608401078,-1.2540000000000049,11.1242493992558,-2.6718137304688425,-0.9099667912113732,-3.8502108159105326,0.32061771328492306,-2.994346381412765,-0.47575856617998785,-0.16098976178652705,55.447154471544714,7.33183631347277e-05,0.0002474881660820503,208,41,ok,0.0001410682429934001,0.00038781650767496546,False,True,descriptive_only
영서 내륙형,humidity_mean_72h,humidity_mean,hourly_window,72.0,lower,613,64.28034257748774,65.39924363709142,-1.118901059603649,-0.37308333333334076,10.050435389620615,-1.9160921998840075,-0.3217099193232905,-3.015667147680286,0.7468249686831255,-2.553932215495057,0.09133039780093108,-0.11132861574924123,52.85481239804242,0.006018929435895674,0.028910386939332247,207,41,ok,0.008969385041726886,0.03724049843032628,False,False,descriptive_only
영서 내륙형,humidity_min_1h,humidity_min,hourly_window,1.0,lower,615,52.9608943089431,58.057990243902445,-5.097095934959349,-4.025999999999996,17.58892142592216,-6.489953388387812,-3.704238481530887,-8.528549470582206,-1.7449247417891736,-6.849642411147795,-3.2169972555043547,-0.2897901361619231,63.90243902439025,1.9347375604728773e-12,9.428153024616466e-14,208,41,ok,1.2253337882994888e-11,3.412093475575483e-13,True,True,strong_window_candidate
영서 내륙형,humidity_min_3h,humidity_min,hourly_window,3.0,lower,615,51.146845528455295,56.150162601626015,-5.003317073170732,-3.8959999999999937,16.97341607416322,-6.347432980937443,-3.6592011654040206,-8.363666605243813,-1.2819961326903517,-6.888467077569407,-3.127852072704083,-0.29477372447062883,65.04065040650406,8.349831325557532e-13,1.7494656399717535e-14,208,41,ok,6.345871807423724e-12,6.997862559887014e-14,True,True,strong_window_candidate
영서 내륙형,humidity_min_6h,humidity_min,hourly_window,6.0,lower,615,49.52382113821138,54.53428943089431,-5.010468292682927,-4.0859999999999985,16.639257189533215,-6.328122333811227,-3.692814251554627,-8.505217402382442,-1.2193942909643907,-6.854801587126882,-2.9385440144045893,-0.3011233155188394,64.22764227642277,2.814860714800108e-13,9.451687462987723e-15,208,41,ok,2.3769934924978692e-12,3.882855390200362e-14,True,True,strong_window_candidate
영서 내륙형,humidity_min_12h,humidity_min,hourly_window,12.0,lower,615,46.37216260162601,50.74295609756098,-4.37079349593496,-3.3299999999999983,16.08934919137229,-5.644900611393926,-3.096686380475993,-7.784824047619048,-1.130778105139542,-6.436460805411449,-2.5674302217756875,-0.2716575694857032,63.08943089430894,3.7289508213675914e-11,1.4719152979356145e-11,208,41,ok,1.9657764174027374e-10,4.661065110129445e-11,True,True,strong_window_candidate
영서 내륙형,humidity_min_24h,humidity_min,hourly_window,24.0,lower,615,33.72681300813008,38.07606260162601,-4.349249593495935,-4.289999999999996,12.650173113777138,-5.3510101609584195,-3.3474890260334513,-6.151544025387003,-2.910603934514218,-5.571901955440901,-3.0720481172855303,-0.34380949212143386,65.85365853658537,1.1762901307899243e-16,1.3109616229328324e-19,208,41,ok,1.787960998800685e-15,8.302756945241272e-19,True,True,strong_window_candidate
영서 내륙형,humidity_min_48h,humidity_min,hourly_window,48.0,lower,615,30.262032520325207,33.11768130081301,-2.855648780487805,-1.5720000000000027,10.513346179629519,-3.6881951448822257,-2.0231024160933844,-4.462785767221031,-1.483633915518764,-4.095715403220499,-1.54055932280928,-0.2716213022663385,58.536585365853654,3.750494480571012e-11,1.2314904859107373e-09,208,41,ok,1.9657764174027374e-10,3.4033918883351283e-09,True,True,weak_window_candidate
영서 내륙형,humidity_min_72h,humidity_min,hourly_window,72.0,lower,613,28.37880913539967,30.377318651440998,-1.9985095160413269,-0.8240000000000016,9.665685033038619,-2.765182617689883,-1.2318364143927707,-3.391486916890242,-0.6641294893446105,-3.2340694802147327,-0.8001293849448623,-0.20676336019745636,55.301794453507334,4.1143010052885997e-07,5.30199757017268e-06,207,41,ok,1.0971469347436266e-06,9.263260122600544e-06,True,True,weak_window_candidate
영서 내륙형,wind_mean_1h,wind_mean,hourly_window,1.0,higher,615,1.9211544715447155,1.9332130081300811,-0.012058536585365851,-0.126,1.2805750221862702,-0.11346660028265142,0.08934952711191972,-0.19015917800350265,0.1893495177817961,-0.13546949462502386,0.11951715970247985,-0.009416501475078621,43.08943089430895,0.8154341989846253,0.03127429849858363,208,41,ok,0.8667552324871541,0.03961411143153926,False,False,descriptive_only
영서 내륙형,wind_mean_3h,wind_mean,hourly_window,3.0,higher,615,1.8127371273712736,1.8211186991869919,-0.008381571815718152,-0.16133333333333355,1.156669949189171,-0.09997765783327744,0.08321451420184114,-0.17562278231138312,0.17555134040047107,-0.12034287962309136,0.11180787191615654,-0.007246295126447833,41.46341463414634,0.8574455949184355,0.011860170790006053,208,41,ok,0.89883952019036,0.016649415581624565,False,False,descriptive_only
영서 내륙형,wind_mean_6h,wind_mean,hourly_window,6.0,higher,615,1.6323766937669377,1.6492471544715448,-0.016870460704607047,-0.16399999999999992,1.0247591032581844,-0.09802059608688483,0.06427967467767075,-0.17884253520078686,0.16648740971952325,-0.1214152541516275,0.09332672532024504,-0.01646285517344323,40.0,0.6832210764717317,0.004124619059055955,208,41,ok,0.7525333595920523,0.006269420969765052,False,False,descriptive_only
영서 내륙형,wind_mean_12h,wind_mean,hourly_window,12.0,higher,615,1.4010121951219512,1.4206403794037938,-0.019628184281842823,-0.17366666666666675,0.882646784886193,-0.08952451978207075,0.05026815121838511,-0.17168213853689368,0.16759409130593278,-0.11145663486005089,0.0819952781351936,-0.022237869800175673,39.1869918699187,0.5815044607930763,0.0006226683848089284,208,41,ok,0.649916750298144,0.0009657713723567052,False,False,descriptive_only
영서 내륙형,wind_mean_24h,wind_mean,hourly_window,24.0,higher,615,1.5792046070460704,1.5987522018970188,-0.019547594850948504,-0.08633333333333337,0.7816450334573417,-0.08144565468205714,0.042350464980160124,-0.15853008584062678,0.11068439097613625,-0.09247353187949447,0.0624211484416616,-0.02500827615380136,44.22764227642276,0.5353660458445628,0.013950210210399628,208,41,ok,0.6118469095366432,0.019102990558385078,False,False,descriptive_only
영서 내륙형,wind_mean_48h,wind_mean,hourly_window,48.0,higher,615,1.5691290650406506,1.59225435298103,-0.023125287940379397,-0.0632499999999998,0.6542749633417072,-0.07493697878908943,0.028686402908330636,-0.14240737247365468,0.10497129423650339,-0.09297289774183728,0.040550991095983195,-0.03534490731888481,44.22764227642276,0.3810873818610519,0.012176880323520246,208,41,ok,0.4525412659599991,0.01682623462886434,False,False,descriptive_only
영서 내륙형,wind_mean_72h,wind_mean,hourly_window,72.0,higher,613,1.5667455138662316,1.5890995219322095,-0.02235400806597789,-0.056916666666666685,0.5413342448005707,-0.06529213434168582,0.02058411820973003,-0.11097129106182888,0.05522316579574548,-0.08056895947348337,0.03943203034577544,-0.04129428034654113,43.882544861337685,0.30699636518828205,0.007602157642573001,207,41,ok,0.376318125069507,0.011110845785299,False,False,descriptive_only
영서 내륙형,wind_max_1h,wind_max,hourly_window,1.0,higher,615,1.9211544715447155,1.9332130081300811,-0.012058536585365851,-0.126,1.2805750221862702,-0.11346660028265142,0.08934952711191972,-0.19982412630992413,0.1809299603877883,-0.13261452519502542,0.13376778764643868,-0.009416501475078621,43.08943089430895,0.8154341989846253,0.03127429849858363,208,41,ok,0.8667552324871541,0.03961411143153926,False,False,descriptive_only
영서 내륙형,wind_max_3h,wind_max,hourly_window,3.0,higher,615,2.297073170731707,2.294247154471545,0.002826016260162601,-0.1639999999999997,1.3447541826296365,-0.10366436145818508,0.10931639397851028,-0.20097698212364476,0.22793687399717974,-0.13069315859831213,0.15655555113344818,0.0021015114112799336,43.41463414634146,0.9584533833120009,0.0536887157620362,208,41,ok,0.9648007567114181,0.06634703086040247,False,False,descriptive_only
영서 내륙형,wind_max_6h,wind_max,hourly_window,6.0,higher,615,2.4872357723577236,2.490149593495935,-0.002913821138211376,-0.1519999999999999,1.341055388285793,-0.10911129327435952,0.10328365099793678,-0.2009479956222639,0.22255544469769373,-0.1495251636179727,0.12759276030749614,-0.002172782096596304,43.90243902439025,0.9570457137487178,0.05080656635496582,208,41,ok,0.9648007567114181,0.06329998431110495,False,False,descriptive_only
영서 내륙형,wind_max_12h,wind_max,hourly_window,12.0,higher,615,2.69660162601626,2.7467739837398377,-0.05017235772357721,-0.15800000000000003,1.3493861276093277,-0.15702953673306747,0.05668482128591304,-0.26363817863228006,0.1712524006713625,-0.16938521625860567,0.07487394436844505,-0.03718161666035968,43.90243902439025,0.35685209059483086,0.009094142108676012,208,41,ok,0.43048823627312927,0.013040656608667489,False,False,descriptive_only
영서 내륙형,wind_max_24h,wind_max,hourly_window,24.0,higher,615,3.6063577235772355,3.6651813008130087,-0.05882357723577234,-0.06999999999999984,1.4983705333001252,-0.17747875311420122,0.05983159864265653,-0.2463160406592985,0.1618216181646489,-0.17612197561399442,0.057708332897215844,-0.039258364956106566,47.15447154471545,0.33065060128468626,0.1476123134135236,208,41,ok,0.4020711311621785,0.17590890461665495,False,False,descriptive_only
영서 내륙형,wind_max_48h,wind_max,hourly_window,48.0,higher,615,4.066081300813009,4.179958536585366,-0.11387723577235769,-0.18799999999999883,1.490281324130105,-0.23189183142349648,0.0041373598787811106,-0.305229572683706,0.08521381428237494,-0.25482843665013594,0.018409233370288228,-0.0764132475717826,45.203252032520325,0.058563627918226356,0.021747213546679474,208,41,ok,0.07480396171067567,0.028252790248677606,False,False,descriptive_only
영서 내륙형,wind_max_72h,wind_max,hourly_window,72.0,higher,613,4.454893964110931,4.5182645459488855,-0.06337058183795538,-0.09200000000000008,1.370473437774252,-0.17207525384763633,0.04533409017172557,-0.2183973099460434,0.09757903281985085,-0.21847447037885606,0.08362954746171095,-0.04623991979069203,47.14518760195758,0.2527202194197188,0.13099224289766465,207,41,ok,0.3123046613967257,0.1592865673635602,False,False,descriptive_only
영서 내륙형,rain_sum_1h,rain_sum,hourly_window,1.0,lower,615,0.009398373983739838,0.06268943089430895,-0.05329105691056911,0.0,0.2235222150485643,-0.07099166376974778,-0.03559045005139044,-0.0771909615221269,-0.030900161812297745,-0.07406409593317186,-0.03423631382978724,-0.23841503583431586,25.040650406504067,5.593388917479258e-09,4.1378225655637957e-19,208,41,ok,2.1799874755303775e-08,2.4190347306372962e-18,True,True,descriptive_only
영서 내륙형,rain_sum_3h,rain_sum,hourly_window,3.0,lower,615,0.03108943089430894,0.20963577235772357,-0.17854634146341464,0.0,0.7076808207247174,-0.23458721411988656,-0.12250546880694271,-0.2710921716255443,-0.09771535187420635,-0.24864064569536426,-0.12016417578496381,-0.2522978385659371,32.6829268292683,7.373384199743586e-10,6.290347505631077e-22,208,41,ok,3.5023574948782034e-09,5.0322780045048616e-21,True,True,descriptive_only
영서 내륙형,rain_sum_6h,rain_sum,hourly_window,6.0,lower,615,0.10616260162601625,0.46417886178861795,-0.35801626016260163,0.0,1.8805094481952127,-0.5069328160863269,-0.20909970423887633,-0.5997505717301008,-0.10849987070879442,-0.5636396495726496,-0.19814366204313053,-0.19038259047632103,43.73983739837398,2.9052578549503165e-06,1.6120223892308092e-27,208,41,ok,6.793833753114587e-06,1.63351602108722e-26,True,True,descriptive_only
영서 내륙형,rain_sum_12h,rain_sum,hourly_window,12.0,lower,615,0.2138861788617886,0.9855642276422766,-0.7716780487804878,-0.01,3.5086167426305197,-1.0495235665843514,-0.4938325309766243,-1.1751160300925925,-0.3992393349691586,-1.1465610277324632,-0.44339215603810833,-0.21993797139608262,55.93495934959349,7.136063296483282e-08,1.3596103886186871e-36,208,41,ok,2.2136359613580796e-07,2.0666077907004047e-35,True,True,weak_window_candidate
영서 내륙형,rain_sum_24h,rain_sum,hourly_window,24.0,lower,615,0.6925528455284552,2.1142902439024387,-1.4217373983739834,-0.158,11.30214176121582,-2.316748070751764,-0.5267267259962026,-2.296024779662289,-0.4599682459136253,-2.188721624454595,-0.3700389849715731,-0.12579362641271993,69.10569105691057,0.0018959758403105681,3.995369142323091e-48,208,41,ok,0.0031324818231218085,1.2145922192662196e-46,True,True,strong_window_candidate
영서 내륙형,rain_sum_48h,rain_sum,hourly_window,48.0,lower,615,1.250439024390244,3.9739333333333335,-2.7234943089430894,-0.564,12.841235404022262,-3.740384998861225,-1.7066036190249538,-4.031100332261716,-1.3713026606367458,-3.730899208580869,-1.5401615882645454,-0.21208974240048656,73.33333333333333,1.996057711802435e-07,1.9002923892480982e-41,208,41,ok,5.618532818406855e-07,4.126349188081584e-40,True,True,strong_window_candidate
영서 내륙형,rain_sum_72h,rain_sum,hourly_window,72.0,lower,613,2.326345840130505,6.06275883632409,-3.7364129961935832,-0.8240000000000001,15.661149257800846,-4.978640715782797,-2.4941852766043695,-5.532402012348835,-1.9953601237848102,-5.09038993520847,-2.143973429979015,-0.23857846794560555,70.47308319738988,5.784585116662669e-09,6.858840834712042e-29,207,41,ok,2.198142344331814e-08,7.44674147768736e-28,True,True,strong_window_candidate
영서 내륙형,FFMC,FFMC,canadian_asof,,higher,615,81.82843857446929,77.32303941487224,4.505399159597056,3.4187518888371926,15.839763219903352,3.2510566261845675,5.759741693009545,0.7908165691283322,8.061161811030619,2.5316411435298716,6.770153336794914,0.28443601694347465,67.15447154471545,4.710609347011576e-12,2.7386277552896615e-15,208,41,ok,2.8640504829830383e-11,1.1563094966778571e-14,True,True,strong_window_candidate
영서 내륙형,ISI,ISI,canadian_asof,,higher,615,3.815940643536795,3.369760238107293,0.44618040542950155,0.19453551858872764,2.7970988244671275,0.22467961801377914,0.667681192845224,-0.10257542507615172,0.9977874822593898,0.10605593784904195,0.7586340398315309,0.1595154241697209,52.6829268292683,8.516028623363906e-05,0.003971959992667061,208,41,ok,0.00015980695688287824,0.006098362817024174,False,True,descriptive_only
영서 내륙형,FWI,FWI,canadian_asof,,higher,615,6.776711578744417,5.901613794719198,0.8750977840252199,0.19719383140286795,5.820728635816019,0.4141573392727487,1.336038228777691,-0.1598809144572393,1.9431923546469416,0.15237414618444725,1.5742686804890587,0.15034162194756537,52.84552845528455,0.00021056036851897775,0.014954651087621134,208,41,ok,0.00038560453029981464,0.02011599084352577,False,True,descriptive_only
고지·산간형,humidity_mean_1h,humidity_mean,hourly_window,1.0,lower,181,55.5239226519337,58.764646408839766,-3.2407237569060774,-5.177999999999997,20.20452818033454,-6.204103559370935,-0.2773439544412195,-8.583034997420022,1.8320369802585608,-5.559144788843721,0.10054223988751763,-0.160395913627933,60.22099447513812,0.03226010082567578,0.02012049322344998,101,25,ok,0.04227185625433377,0.026364784223831008,False,False,descriptive_only
고지·산간형,humidity_mean_3h,humidity_mean,hourly_window,3.0,lower,181,58.35220994475138,62.197948434622454,-3.845738489871086,-4.762666666666668,19.382080396761882,-6.6884906227032825,-1.0029863570388895,-8.527132062905086,0.9836013249813104,-6.244864090780543,-0.5200700101010094,-0.198417218954142,60.22099447513812,0.008292903777776013,0.008050752251417298,101,25,ok,0.012238071594387901,0.011654422306813612,False,True,descriptive_only
고지·산간형,humidity_mean_6h,humidity_mean,hourly_window,6.0,lower,181,62.5091344383057,66.41130478821364,-3.9021703499079194,-2.6216666666666626,18.160111220757845,-6.565697373245625,-1.2386433265702141,-8.711747280439122,0.8025187499999982,-6.239977746957766,-0.5962229611752923,-0.214875905905662,56.9060773480663,0.004314917973835398,0.011939383542086037,101,25,ok,0.006558675320229805,0.016649415581624565,False,True,descriptive_only
고지·산간형,humidity_mean_12h,humidity_mean,hourly_window,12.0,lower,181,65.97330570902393,70.05445534069982,-4.081149631675875,-2.7281666666666666,16.162961127815297,-6.451756464297265,-1.710542799054485,-7.7764529794581065,-0.03761723749272819,-7.859719297603913,-0.7653075944767469,-0.25250012045456877,56.353591160220994,0.0008384165407883618,0.005176281050782428,101,25,ok,0.0014481740249980798,0.007790046729890387,True,True,weak_window_candidate
고지·산간형,humidity_mean_24h,humidity_mean,hourly_window,24.0,lower,181,60.26956031307551,65.48536751841621,-5.2158072053407,-4.800750000000008,13.921708122000446,-7.25769149466064,-3.17392291602076,-7.67825222575682,-2.7287143574127475,-9.0823203821956,-1.2336050695506209,-0.37465281987187843,60.773480662983424,1.1255237752353333e-06,3.26910072138525e-06,101,25,ok,2.899654471792723e-06,6.059796459153147e-06,True,True,strong_window_candidate
고지·산간형,humidity_mean_48h,humidity_mean,hourly_window,48.0,lower,181,60.419065377532235,64.88059576427256,-4.461530386740332,-3.7181249999999864,12.410710021700593,-6.281797956678052,-2.6412628168026115,-7.066031600539632,-1.902892820158651,-8.31399087077175,-0.7677169581422018,-0.35949034172413813,65.19337016574586,2.8262670226072633e-06,8.735902092376959e-06,101,25,ok,6.712384178692251e-06,1.4919742899340424e-05,True,True,strong_window_candidate
고지·산간형,humidity_mean_72h,humidity_mean,hourly_window,72.0,lower,180,60.47133796296298,64.2921638888889,-3.820825925925926,-3.703201388888889,10.917605549737562,-5.426603759502319,-2.215048092349533,-6.33855111330012,-1.6436556517943168,-7.041581450092188,-0.5883996754227064,-0.3499692225112283,62.77777777777778,5.279387091017187e-06,9.372377556734826e-06,100,25,ok,1.146381196906589e-05,1.582890431804104e-05,True,True,strong_window_candidate
고지·산간형,humidity_min_1h,humidity_min,hourly_window,1.0,lower,181,55.5239226519337,58.764646408839766,-3.2407237569060774,-5.177999999999997,20.20452818033454,-6.204103559370935,-0.2773439544412195,-8.991539330985914,2.4255221713000927,-5.702983418317792,-0.009986203519686966,-0.160395913627933,60.22099447513812,0.03226010082567578,0.02012049322344998,101,25,ok,0.04227185625433377,0.026364784223831008,False,True,descriptive_only
고지·산간형,humidity_min_3h,humidity_min,hourly_window,3.0,lower,181,53.8814364640884,57.151856353591164,-3.2704198895027625,-4.555999999999997,19.903992326232277,-6.189720371133491,-0.3511194078720332,-8.24538643208719,2.008208385854341,-5.744294413755458,-0.03893846830986069,-0.16430974429147782,60.22099447513812,0.028326509880639766,0.015321932689918709,101,25,ok,0.038789454971686885,0.02042924358655828,False,True,descriptive_only
고지·산간형,humidity_min_6h,humidity_min,hourly_window,6.0,lower,181,51.958895027624315,55.10604972375692,-3.1471546961325965,-3.6000000000000014,19.599038127711566,-6.021727822365206,-0.2725815698999865,-8.63028327514673,1.6830635560188507,-5.6573343673652206,-0.0070601776068097005,-0.16057699748452228,59.66850828729282,0.03206819429757203,0.01427849117413201,101,25,ok,0.04227185625433377,0.019377952307750586,False,True,descriptive_only
고지·산간형,humidity_min_12h,humidity_min,hourly_window,12.0,lower,181,48.19690607734806,51.372972375690594,-3.176066298342542,-3.6000000000000014,19.296215506789643,-6.006224705727972,-0.3459078909571125,-7.661214727011494,1.2333654684657354,-6.2812969329170025,0.2286679270893917,-0.16459529575760587,58.011049723756905,0.028056562555962623,0.011103280672772563,101,25,ok,0.03876906825914835,0.01577288469403205,False,False,descriptive_only
고지·산간형,humidity_min_24h,humidity_min,hourly_window,24.0,lower,181,33.69662983425414,40.48969889502762,-6.793069060773481,-7.902000000000005,15.021216162183324,-8.996217195991935,-4.5899209255550275,-9.061005297431374,-4.1658165152266715,-9.306975317258884,-3.8050448644421286,-0.4522316294119632,74.03314917127072,6.869490226461439e-09,6.818135993393752e-11,101,25,ok,2.546737840053997e-08,2.1150136142772452e-10,True,True,strong_window_candidate
고지·산간형,humidity_min_48h,humidity_min,hourly_window,48.0,lower,181,29.548342541436465,35.00951657458563,-5.461174033149171,-5.3359999999999985,11.423447823511458,-7.13664075291419,-3.785707313384152,-7.209795161487645,-3.4619370600627892,-7.528708424064768,-2.465738507723233,-0.4780670527429659,77.34806629834254,1.1026238181626328e-09,5.820622177050339e-13,101,25,ok,4.929377069432947e-09,2.0107603884355716e-12,True,True,strong_window_candidate
